label	text_a
4	要死 了 TT 铁通 神马 的 最 讨厌 了 啊啊啊 啊啊啊 啊啊啊 啊啊啊 啊啊啊 啊啊啊 啊啊啊 啊 。 。 。 。
1	/ / @ 苏一卡 _ 都 退下 _ 好 挫 啊 :   我 这个 ID 短期内 不改 了 , 我 喜欢 这种 略带 BS 的 赶脚 [ 转发 ] / 、
3	这 还 对称 ~ 杯具 · · ·
5	一个 没有 什么 文化 的 老人 ， 就 在 快 离开 这 世界 的 末日 ， 她 最后 留下 的话 居然 是 ： 韩红 你 要 救苦救难 救 大众 ...
0	「 转 」   ? @ 瞬间 戳 中 笑 点
0	看 明白 了 ， 后悔 当初 没有 下定决心 ；
4	教育 环境 搞 成 这样 ， 有 良心 的 老师 慢慢 都 变得 没有 良心 了 。 还有 什么 希望 ！
2	别 ， 咱 笑笑 就 得 了 。
1	瓦 牙齿 可白 了 .
1	最近 很 倒霉 ， 一直 走背运 ， 希望 可以 从 您 这里 得到 久违 的 好运气
5	上面 居然 有 16 强及 之后 的 对阵 图 ...
3	英语 好 ， 却是 中式 愤青 思维 ， 哎 。
1	新妈们 一起 快 来 分享 宝宝 Q 照 ~ 还有 机会 赢 new   ipad 呦 ！
3	郁闷 呀 ！
3	冤枉 啊 大人 … …
4	这 不是 在 强抢 吗 ？ ！
2	你 应该 如是 好 】 ： 坐飞机 吧 ， 不是 故障 延误 就是 航班 取消 ；
0	想象 着 想象 着 ， 奶奶 的 退役 了 。
4	被 人 鄙视 哦 ， 气死我了
0	有人 退出 ， 有 人才 有 机会 嘛 。
1	& amp ; quot ; 你 的 心声 , 世界 的 回声 & amp ; quot ; 腾讯 微博 的 口号 , 我 最近 才 发现 , 腾讯 的 产品 都 有 自己 的 一句 口号 , 如 手机 QQ 浏览器 的 口号 & amp ; quot ; 云览 天下 ， 一触 即 达 & amp ; quot ; , 表达 了 产品 的 定位 , 非常 精炼 .
0	- - - -   莎士比亚
3	一杯 如此 美好 的 泡面 就 夭折 了 。
2	回复 @ river 达达 : 这些 都 是 扯 屁蛋 ， 说到底 就是 想 缓解 支付 养老金 的 压力 ， 让 你 活到老 干到 死 [ 鄙视 ] [ 闭嘴 ]
1	真是 玲珑 可爱 。
0	回头 再 看 ， 俩 老大爷 都 没 了 … …
2	泪雨 而 有 暴风 斯丁 的 中文 已大有 进步 了 !
0	将 悲惨世界 作为 开场 也 是 一个 预示 ， 这部 剧 的 韩文 版 正在 紧锣密鼓 的 制作 中 ， 预计 明年 上半年 正式 与 大家 见面 。
1	没有 你 的 天空 不蓝 ， 少 了 你 的 地球 不转 ; 你 是 我们 的 骄傲 ， 是 你 让 这 节日 更加 美满 ; 此时此刻 我 向 你 发来 贺电 ， 祝 你 在 你 的 节日 里 笑 的 灿烂 ; 愚人节 快乐 !
4	老师 兽性 难改 。
1	/ / @ 果果 咩 : 啊 哈哈哈 。
1	@ 快 大婶儿   你 送 的 那个 最 好看 ！
1	[ 偷笑 ]   估计 你 这个 是 戳 了 一下 ， 要养 几天 才 成 。
0	鼓浪屿 岛内 吃 了 海鲜 喝 得 微醉 ' [ 书呆子 ] 又 来 mojito   bar 小 坐 . 我 在 这里 :   # 厦门市 - 思明区 #
0	这 天气 。 。 。 那边 不下雨 吧
2	这是 男女平等 的 底线 呀 ， 代表 呀 ， 突破 底线 啦 !
0	对 ， 拿 胶条 贴
2	是 咱 一起 在 米兰 拍 的 你 忘 了 ？
1	比 马尔代夫 性价比 更 高 的 旅游 圣地 啦 ， 马来西亚 的 Kapalai 水上 屋 ， 完全 一样 的 美 ， 价格 却 只有 马代 的 三分之一 ， 四晚 水屋 不到 五千 。
3	愿 你 能 在 另 一个 地方 继续 你 最 爱 的 事业 [ 蜡烛 ] [ 蜡烛 ] [ 蜡烛 ]
1	保护 它 [ 泪 ]
1	你 这 样子 是 故意 想 让 我 扯 烂 你 的 衣服 吧 ~ 晚安 @ Laiven - -
2	还 不如 南广 呢 ！
4	丫 挺尸 了 打不开 了 ！ ！ ！ ！ ！
1	建国 后 ， 他 努力 为 人民 谋 幸福 ， 取得 了 一个个 看得见 、 摸得着 成就 谁 也 不能 抹杀 ！
1	这个 有 笑 点
4	"几年 来 站 在 各种 "" 峰会 "" 上 侃侃而谈 的 基本上 就 这 一拨 人 ， 为什么 会 有 那 麽 多 人 追捧 这拨 演说家 ？"
2	央行 迟迟 不肯 加息 就是 担心 这些 地方 政府 融资 平台 违约 ， 但 最终 还是 扛不住 了 ， 看来 问题 比 想象 中 的 更 严重 ~ 浦发 上海银行 …
1	师父 我来 帮 你 打死 这 妖怪
0	提醒 朋友 们 关注 新任 内政部长 伊萨 维 ， 准备 看 下 一步 军方 和 情报局 的 斗法 。
2	你 太 邪恶 了 ！ 那个 玻璃 可以 有 浴帘拉 下来 的 。
2	羡慕 嫉妒 恨 啊 有 木有 很 睡不着 ? ?
0	分别 为 ： 黄飞虎 集团 、 HYC 集团 、 HY 集团 、 老蛇 集团 、 192 集团 、 GZWZ 集团 、 CL 集团 、 张峰 集团 、 WG 集团 和 安妮 集团 。
0	北京 5 家 公立医院 将 试点 医药 分开   医管局 下 月 挂牌   在 昨天 召开 的 首都 医药卫生 协调 委员会 第三次 会议 上 ， 卫生部 副 部长 马晓伟 表示 ， 北京市 已 被 确定 为 第 17 个 国家 联系 指导 的 公立医院 改革 试点 城市 。
1	好 ！ ！ ！
0	我 一定 会 豁达 的 抿着嘴 微笑 。
2	我 下次 拿 去 喂狗 也 不 给 你
2	我 是 索纳塔 ， 换 你 说 。
0	别忘了 多 拍点 美图 给 我们 欣赏 欣赏 。 。 。 。 。
2	巴菲特 说 他 的 税率 比 秘书 低 也 不是 一天两天 的 事 了 ， O8 现在 才 做出 一副 恍然大悟 的 样子 ， 在 明知 国会 不会 通过 的 情况 下 提议 征 富人 税 ， 不过 是因为 选情 危机 做 样子 罢了 。
2	/ / @ 郭云权 :   嗯 ， 是 不像话 ， 太不像话
4	你 说 你 不让 我 也 就算 了 ， 我 怎么 那么 受不了 较 着 劲 和 我 这一下 一下 的 蹭 呢 [ 怒 ] 你 就 那么 急 啊 ？
1	漂亮 ！
1	你 要 送 我 吗
2	qaq 缺爷 ， 你 是 德普 叔 的 小师弟 了 ， 你 是 安吉丽娜 朱莉 的 小师弟 了 ~ 缺爷 你 的 ri 起来 的 日子 真的 不远 了 ！
5	介也 太 神速 了 吧 ？
1	埋头 吃 着 中午 带 的 便当 ， 尝 了 一块 昨晚 公公 烧 的 红烧 鸭肉 ， 异常 好吃 啊 ！ ！ ！
1	好事 上门 了 ？
1	不是 我 拍 的 ， ，
1	大家 速度 扩散 啦 ！
1	看到 最 下边 才 发现 ， 原来 衣襟 做成 了 流苏 ， 马上 就 不 一样 了 潮 起来 了 哈 。
2	/ / @ 妩媚 rongrong1950 :   这是 典型 的 中国 特色 ， 国人 的 悲哀 ！
1	旁边 的 李胜基 一边 痴笑 一边 拍手 的 样子 ， 好 可爱 呀 ~ [ 鼓掌 ]   [ good ]   [ 视频 ]
1	[ 哈哈 ] 有 才 的 花瓣 太多 了 ， 上 q 后 在 群里 的 聊天记录 中 发现 这个 表情 ， 对 着 电脑 笑 了 半个 小时 。 。 。
3	如此 活着 而已 ~
0	你 那么 有空 ， 不如 学 点 什么 东西 ？
1	谢谢 你 ， 黄 妹子 ， 改日 给 你 吃喜糖
1	哈哈 严重 了 。 只是 反省 下 。
1	来 享受 节日 的 幸福 ， 或者 ， 让 幸福 住进 你 的 心里 ， 祝 各位 MM 三八节 快乐 ！
0	话 说 我 竟然 没有 注意 到 这 张图 。 。 。 。 。 。
1	这个 好 刺激 的 。 。 。
4	我 可以 申请加入 吗 ， 我 完全符合 你们 的 要求
4	就是 因为 我们 不敢 正视 问题 的 真正 原因 ， 找 替罪羊 ， 找 错误 的 原因 ，
1	离婚 的 又 结婚 是 彻底 的 执迷不悟 ， 说 吧 ， 你 什么 时候 觉悟 ！ [ 哈哈 ] [ 哈哈 ] [ 哈哈 ]
4	他 要是 敢 不过 就 死定了 。 我 什么 事 都 推掉 了 ， 就 等 他 来 。
1	经微博 委员会 研究 决定 ， 评 你 为 五好 博主 ， 望 再接再厉 ， 为 人类 的 微博 事业 做出 更大 贡献 。
0	春雨 会 打湿 你 的 脸庞 ， 我 穿着 夏日 的 衣裳 ， 秋叶 落 在 你 在 肩上 ， 冬雪 化在 我 的 脸上 。
5	年会 最后 一曲 居然 是 某人 粉 的 某人 的 歌 《 和 你 一样 》 （ 是 叫 这名 吧 。 。 。
3	眼镜 被 打坏 了 ！ ！ ！
1	坚持 取消 了 所有 的 签售 ， 看到 这 真的 心疼 ， 为什么 到 最后 总是 要 她 做出 最大 的 牺牲 ， 娜娜 ， 娜 米 永远 爱 你 ， 只要 你 幸福 就 好 。
1	林丹 很棒 ， 赞 一个 [ good ] [ good ] [ good ]
1	值 啦 。 。 。
0	我 那 有 这么 早碎 啊 ， 天不亮 不碎 叫 的
0	日日 织博好 分享 ， 看 我 拿 了 个 【 斗酒百篇 】 勋章 。
1	回复 @ Yu - Jane : 是 的 哈哈 我 的 武器 [ 爱 你 ]
0	《 歌迷 大 世界 》 2011 第 3 期   快 男 五只 快乐 大 拜年 ~ ~ ~ 陈翔 武艺 李炜 谭杰 希刘心 大谈 新年 心愿 以及 即将 到来 的 情人节 ~
3	听 着 这话 好 辛酸 啊 …
1	因为 想到 可以 和 那么 美好 的 你 一同 努力 着 成长 着 。
4	气得 我 想不开 。
1	谢谢 妹妹 还 帮 我照 了 下来 ， 谢谢 你 帮 我 照看 巧儿 ， 交给 你们 老 放心 了 [ 飞吻 ] 巧儿 周日 趁 我 针灸 蹭 了 一节 毛笔字 课 ， 单看 还行 [ 鬼脸 二 ] [ 鬼脸 二 ] [ 鬼脸 二 ]
3	我 今天 很 不 在 状态
3	是 不 ？ ！ 突然 感觉 被 骗
1	预祝 今年 销售 长红 ！
1	/ / @ 自由 的 温柔 狼 1 : [ good ] [ ok ] [ 赞 ]
2	讨厌 夏天 ~ ~ ~ [ 懒得 理 你 ]
1	我 其实 同意 他 的 观点 ～
1	好 吧 , 你好 了 就 成 ~ 果然 吃 的 最能 治愈 你 ~ 哈哈 !
3	其实 我 也 是 别人 的 负担
2	我 现在 开始 充分 怀疑 ， 方舟子 是 我党 的 狗 ， 隐藏 很深 的 那种 。
4	么 啥 ， 等 人 等到 怒 ， 仅此而已
1	到 时 组团 吃星 冰乐去 ， 闺蜜 聚会 下午茶 神马 的 最萌 了 ！
1	很 亢奋 。 。 。
1	也 是 ， 长 头发 比较 适合 照 婚纱照 。 不过 我 还是 喜欢 比扎个 小辫子 。
1	好好 听 ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！
4	想 了 好久 还是 上来 发泄 一下 ！ ！ ！
0	车站 碰到 个 要饭 的 ， 他 手里 拿 着 一张 纸 ， 写 着 ： 我 是 一个 聋哑人 ， 请 你 施舍 一点 给 我 。
3	怕 了 你们 了
4	批评 ！ ！ ！
4	师父 你 一下 发 这么 多条 ， 看 的 我 多 累 你 知道 么 ？ 还 没错 字 ！ 可恨
0	果断 喝 nice   day 的 美白 饮 ， 旁边 的 艾诗 缇 和 DHC 统统 弱 爆 了 ， 还有 什么 屈臣氏 卖 的 木 之 秘密 的 QQ 饮 [ 生病 ]
0	老张 ： 好 ！
4	纯 SB 啊 ！
0	你 未必 是 移动 阿 你 是 破洞 哈哈
2	每天 看到 国人 权益 受 践踏 ， 被 拘禁 ， 被 狗官 压迫 ， 被 城管 殴打 ， 脑残儿 不站 出来 爱国 。
0	19 ： 00 至 20 ： 00   快 男 十二 强 之一 ： 王野 ~ ~
4	老 拿 积分 说事 ！
0	所以 潇洒 地挥 一 挥手 与 往事 作别 ， 给 自己 一个 坚强 的 理由 ， 寻找 下 一个 出口 。 。 。
0	好玩 ！
0	二   28 日 是 假期 开始 ， 用 我们 的 剧 站稳 寒假 第一 档 。
0	失去 ，   不 一定 不再 拥有 。
2	你 想 屎 啊 ？
2	被 阿 夸 给 替 下 了 。 。
5	可 看起来 居然 很 清静 整洁 。
0	你 和 苗子 的 翔 哥哥 最 喜欢 小朋友 啦 ！
3	可惜 全国 百强县 一个 都 没有 。 不过 其实 比 这种 百强县 压根 没 啥 意义
1	昨晚 催 了 何洋 让 他 把 歌曲 的 小样 做好 ， 然后 过段时间 就 开始 写 剧本 拍 MV 了 ， 忙碌 的 生活 好 啊 [ 嘻嘻 ]
3	工程量 巨大 啊 ！
0	/ / @ 微博 DotA : 神牛 确实 有 DPS 路线 ， 只是 不 推荐 而已 啊
1	我们 今天 住 的 酒店 ~ ~ 宝贝儿 [ 爱 你 ] [ 爱 你 ] [ 爱 你 ] [ 爱 你 ] @ 徐晋佩 爱喝 旺仔 牛奶   来 一发 ！
5	昨天 投诉 百度 时 啥 也 没 说 只是 狂骂 脑残 弱智 尼玛 找死 ， ， ， OMG ， 奏效 了 ， 他们 立马 把 我 ID 解封 了 ， ， 他们 是不是 贱骨头 啊 ， 好好 跟 他们 说 就是 不理 你 。
2	/ / @ seraphim - 芼 芼 _ 芼 籽 : 什么 嘛 鄙视 奥巴马
3	拜仁 对 切尔西 ， 估计 又 是 拜仁 登顶 了 ， 既 是 主场 ， 切尔西 又 有 4 大 主力 停赛 ， 点 打 啊 ？
2	/ / @ 扬州 个园 国际 青年 旅舍 : 呵呵 ， 这个 爱心 献错 地方 了 吗 ？
2	/ / @ 科家 2011 : 脑残 不全是 你 的 错 ， 脑残 了 还要 出来 丢人现眼 就是 你 不 对 了 。
1	多谢 鸡姐 哦 ~ ~ 礼物 呢 ？ 你 话 有 嘎
3	每每 看到 这样 的 惨剧 ， 不禁 要 问 上帝 为何 要降 难于 无辜
0	只好 牵引绳 强套 ， 牵着 她 就 跑 了 。
2	是不是 可以 请 有关 同志 虚拟 关心 一下 。 。 。
2	有些 坐不住 了 ～
1	我们 都 是 novo 控 ！
1	劳资 激动 了 有 木有 ！ ！ ！
2	/ / @ 龙虎斗 阿布拉莫维奇 : 丧 良心 啊
3	以前 是 总 逃课 、 但来 了 这 都 没有 、 今天 是 太冷 了 、 都 不想 起来
5	在 福州大学 、 福建师范大学 ， 也 有 越南 僧侣 在 那 留学 。
0	湿妹 。 。 。
1	啊 哈哈哈哈 救命 蜀黍 你 _ (   : 3   |   L ) _
1	【 二龙 戏猪 [ 哈哈 ] 】 于 穹窿 山宁邦 寺   @ 实友会 王学彬
1	这部 戏能 把 我 笑 傻呵呵 哈哈 喜欢 喜欢
1	# Bubbles 妈妈 学堂 # 宝宝 让 你 最 感动 的 时刻 是 她 从果 篮里 拿 了 一根 香蕉 ， 剥好 后 掰 成 两段 ， 递到 我 嘴里 说 妈妈 你 吃 啊 ！
3	单身 久 了 ， 就 不想 去 恋爱 ， 会 感觉 朋友 越来越 重要 ； 单身 久 了 ， 就 不想 去 逛街 ， 越来越 喜欢 宅家 听歌 ； 单身 久 了 ， 就 变得 成熟 起来 ， 会 比 以前 越来越 爱 父母 ； 单身 久 了 ， 就 买 很多 鞋子 ， 独自 去 很 远 的 地方 旅游 ； 单身 久 了 ， 不经意 悄悄 流泪 ， 会 在 众人 面前 什么 都 无所谓 。
1	/ / @ 最 地产 辜志勇 : 回复 @ 咸阳 号 外网 : 原来 这样 啊 ， 学习 了 ！
3	俺 是 又 起 了 准备 上班 你 可 千万 小心 啊 天热 伤口 不 爱好
2	尼玛 共和党 固然 是 一肚子 坏水 ， 民主党 也 不是 什么 好 鸟 。
1	我 只 想念 墨尔本 的 水煮鱼
2	别 因为 一个 贱货 把 自己 的 招牌 砸 了 ！
1	— — 其实 我 这么 辛苦 的 胖 起来 ， 就是 为了 在 你 心里 能 多 占点 地儿 ！ ！
1	某 四只 ， 乃们 说 怎么样 啊 [ 偷笑 ]
1	简直 看不出来 ， 他 和 凡高 一样 贴近 大地 。
0	也 有人 说 ， 不要 轻易 去 沈阳 ， 因为 它会 把 你 留下 。
0	下面 这张 南沙 地图 中 ， 用 蓝色 方框 表示 了 中国 军队 事实 占领 的 八个 海礁 与 岛屿 （ 包括 国军 的 太平岛 ） 。
5	OMG ， Paul 姚一 V 在 NBA 新一届 赛季 中以 年薪 1098 万美金 的 薪水 加盟 俄克拉荷马 雷霆 队 ， 并 在 队 中 担任 年 年 亏本 的 俱乐部 总经理 。
0	就 酱谢 啦
1	这 是 我 偷偷 发 的 [ 哈哈 ] [ 哈哈 ]
1	现场 消息 ： 果果们 很 给 力 ！
1	SANTEN   FX 去 红血丝 眼药水 ， 冲着 外型 去 买 的 ， 清凉 感 5 ， 感觉 与 乐墩 的 清凉 度 差不多 。
1	系 屋企 甘 无聊 。
1	从 这刻 开始 偶们 无法 淡定 了 ， 新 武林 外传 开机 成功 [ 奥特曼 ] [ 威武 ] [ 奥特曼 ] [ 围观 ] [ 哈哈 ] [ 哈哈 ] [ 哈哈 ]
1	现在 中国 还有 几个 校长 宁可 坐牢 ， 也 不会 出卖 自己 的 学生 呢 ？
0	有 新 消息 我 将 第一 时间 发微博 。
1	我 反应 一向 很 迟钝 哈 ~ ~ 嘿嘿 ~ ~ 加油 加油 加油 ~ ~ ~ 明天 要 破釜沉舟 的 奋战 哈 ~ ~ ~ 为了 你 · 我 这个 胆小 菇 都 变成 不怕死 不怕 毒 的 大 蘑菇 ； 啦 ~ ~ ~ ~ ~ ！ ！ ！
2	我 的 朋友 端宏斌 和 我 聊天 ， 说 到 了 谢国忠 大师 对于 97 年 香港 楼市 的 预测 是 准确 的 ， 我 认为 就是 偶 一次 的 准确 ， 谢国忠 沦为 了 守株待兔 的 农夫 。
1	今天 切烧普 回来 扫图 ， 赶脚 不错 ， 上次 挂 logo 有人 喊 挂到 咩 咩 脸上 了 ， 第一张 还是 挂 了 平铺 ， 不过 避开 脸 了 ， 后面 的 不 挂 平铺 了 。
1	哈哈 你 也 加入 撒
3	弱弱 问 一句 ， 如果 木 有缘分 的话 ， 会 不会 惨痛 的 撞墙 啊 ？
2	是 别人 喂 我 的 不关我事 啊
2	1 、 电话 长途 漫游费 ， 在 中国 任何 一个 地方 打 手机 不会 额外 增加 运营 成本 ， 这项 收费 极为 不合理 ， 全世界 罕见 ；
1	哈哈 ， 不然 露 不 出来 排骨 的
0	如果 有 一个 能够 应付 现代科学 需求 ， 又 能 与 科学 共依 共存 的 宗教 ， 那 必定 是 佛教 。 ” — — 爱因斯坦
2	还 不快 去 改正 他 ！
1	( rickowens 的 羊羔 内胆 夹克 、 gaultier 的 刺绣 旗袍 上衣 、 valentino 红色 公爵 绸 长裤 、 damp ; g 亮色 运动鞋 ~ ~ lvlogo 压纹 小 腰包 。 。 。
0	后代 得到 我 这个 法门 的 人 ， 能 将 这个 顿教 法门 ， 与 见解 相同 、 心行 相同 的 人 共同 发愿 信受 奉持 ， 如 同事 奉 佛陀 ， 终生 精进 而 不 退 转 的 人 ， 必定 能 达到 圣人 的 境地 。
2	在 适当 的 时候 做 适当 事 ~ 这是 一门 艺术 ~ 我 相信 我 永远 都 学 不会 ~ 也 不耻 去 做 ！
4	谁 借 你 钱 不 还 了 ？ 让 你 这么 愤怒 ！
3	贵阳 哪里 有 那么 有 文化 的 乞丐 ？ ！
3	我 是 小小 伤感 妹
3	这 是 对 曾经 深信 的 背叛 啊 ！
0	大邱   所属 组合 ： 大国 男儿 （ 组合 成员 ： 李秀训 、 朴 贤哲 、 禹炫敏 、 李仁俊 、 全志焕 ） 亮 了 [ 星星 眼 ]   喜欢 的 歌手 ： 瑜 卤 允浩 （ 东方 神起 ） 我 就是 来 科普 的 [ 酷 ]
3	必须 的 。 我 才 19 ！
4	老班 就是 个 傻 × ， 2 货 。
2	GG 这 狗血 的 编剧 啊 ， 不过 作为 从 第一季 就 开始 追 的 人 ， 始终 要 追 到底 的 =   = 就是 怎么 最近 又 停播 了 ？ [ 思考 ]
4	对 汉奸 就要 得 而 诛 之
2	我 就是 ， 去 晒黑 ！ 哈哈
2	前 几天 问路 ， 喊 大叔 ， 问 一下 xx 小学 怎么 走 ， 那 男 的 斜眼 来 一句 ： 你 问 谁 呢 ， 就 这么 问 啊 ？
1	被 花瓣 包围 的 外婆 真 美 ， 那一刻 ， 是 我 一生 永不 退色 的 圆满 。
0	喜欢 一个 人 ， 你 会 想 尽可能 多地 了解 他 ， 希望 有 更 多 机会 相处 ， 会 关注 他 的 一举一动 ， 会想 把 自己 变得 更好 ， 让 他 更 喜欢 你 。
2	就 因为 没 在 中国 公映 ， 有些 脑子 欠 抽 的 人 就 谈 什么 民主 ， 你们 总 想 国家 带给 你们 什么 ， 你 怎么 不 想想 你 为 国家 做过 什么 ？
2	尼玛 的 丑男 怎么 都 一群 一群 的 有 木有 ...
2	是 你 吗 ？ ？
1	有 ， 可是 要 睡觉 啦 ， 只好 忍忍 喽
0	小广播 ： 讲座 信息 文库 系列 5 讲座 ： 瓷上 江山
1	估计 会 出现 如下 行情 ， 阿拉伯 纯血 - - 相当于 法拉利 ， 蒙古马 - - 相当于 大奔 ， 伊犁马 - - 相当于 宝马 ， 河套 马 - - - 相当于 大众 ， 川马 - - 相当于 MINI ， 骡子 - - 相当于 本土 品牌 , 毛驴 - - 相当于 QQ ， 我选 骡子 ， 力气 大 ， 耐久力 强 ， 好 伺候 ， 长相 不错 ， 就是 耳朵 小点
1	待凉 ， 再切 成片 ， 牛肉 汁 浇 一圈 儿 ， 美咧 ！
1	不过 五洲 皇冠 的 草坪 很 美 ！
0	一天 一位 刺客 被 雇 刺杀 秦始皇 ， 他 来到 秦始皇 面前 假装 外使 , 突然 从 背后 拔出 刀子 刺向 秦始皇 ， 秦始皇 上前 博斗 并 大喊 ： 有 刺客 啊 ！
1	恩 ， 没错 。 昨天 还 说 喜欢 璇 ， 爱 璇 呢
2	我怕 有 色素
4	我 举报 BUG 了 ， 我 真的 不要 纳元丹 ！ ！ ！
0	/ / @ 爱 吃 兔 的 肉 肉 : 看 你 脚   像 小 猪蹄 似的   妞 啊   快快 瘦身 吧   天 暖和 乐 ， 带 着 我 的 小兔兔 上 学校
5	新手 女司机 伤不起 的 有 木有 ？ [ 奥特曼 ]
2	来 ~ 擦干 一切 陪 我 睡 ！
2	果然 女人 比 回忆 更 贱 。
0	我 以为 你 撤 了 呢
4	你 个 大 山炮 啊 哈哈
3	从 昨天 到 现在 我 还 没 睡觉 ！
3	目前 还是 一事无成 ， 什么 时候 才能 做出 点 东西 来 显摆 显摆 啊
4	对比 一下 ， 这货 不灭 ， 天理 何存 ？ ！
4	给 脸 不要脸 ， 说 轮流 充电 的 是 你们 ， 等 老娘 充了 电 就 说 自己 没 用电 。
